exp,label,seed,n_train_cx,n_train_pairs,tau,top1,train_acc,val_acc,best_val_acc,best_epoch,overfit_gap,tau_ss_class_HELIX,top1_ss_class_HELIX,tau_ss_class_SHEET,top1_ss_class_SHEET,tau_ss_class_UNUSUAL,top1_ss_class_UNUSUAL,tau_length_bucket_long,top1_length_bucket_long,tau_length_bucket_medium,top1_length_bucket_medium,tau_length_bucket_short,top1_length_bucket_short,tau_length_bucket_very_long,top1_length_bucket_very_long
B_vary_complexes,n_cx=60_fixed_pairs,3,60,1980,0.24941520467836253,4.026222222222222,0.7696969509124756,0.6247075796127319,0.6247075796127319,47,0.14498937129974365,,,,,,,,,,,,,,
B_vary_complexes,n_cx=60_fixed_pairs,4,60,1980,0.14912280701754382,4.348977777777778,0.5732323527336121,0.5745614171028137,0.5745614171028137,3,-0.0013290643692016602,,,,,,,,,,,,,,
B_vary_complexes,n_cx=120_fixed_pairs,0,120,1920,0.25,4.045197222222222,0.7052083611488342,0.625,0.625,41,0.08020836114883423,,,,,,,,,,,,,,
A_data_scaling,frac=1.00,0,204,38757,0.302046783625731,3.9533638888888882,0.8364999890327454,0.6510233879089355,0.6510233879089355,48,0.18547660112380981,,,,,,,,,,,,,,
B_vary_complexes,n_cx=120_fixed_pairs,1,120,1920,0.23625730994152047,4.318702777777777,0.7239583134651184,0.6181286573410034,0.6181286573410034,45,0.10582965612411499,,,,,,,,,,,,,,
B_vary_complexes,n_cx=120_fixed_pairs,2,120,1920,0.1915204678362573,4.180624999999999,0.7203124761581421,0.5957602262496948,0.5957602262496948,46,0.12455224990844727,,,,,,,,,,,,,,
B_vary_complexes,n_cx=120_fixed_pairs,3,120,1920,0.22017543859649125,4.094413888888889,0.7541666626930237,0.6100876927375793,0.6100876927375793,46,0.14407896995544434,,,,,,,,,,,,,,
B_vary_complexes,n_cx=120_fixed_pairs,4,120,1920,0.22017543859649125,4.239902777777778,0.734375,0.6100876927375793,0.6100876927375793,49,0.12428730726242065,,,,,,,,,,,,,,
B_vary_complexes,n_cx=204_fixed_pairs,0,204,1836,0.22660818713450295,4.269541666666665,0.6737473011016846,0.613304078578949,0.613304078578949,46,0.060443222522735596,,,,,,,,,,,,,,
B_vary_complexes,n_cx=204_fixed_pairs,1,204,1836,0.2105263157894737,4.204083333333333,0.7053377032279968,0.6052631735801697,0.6052631735801697,48,0.10007452964782715,,,,,,,,,,,,,,
B_vary_complexes,n_cx=204_fixed_pairs,2,204,1836,0.22748538011695907,4.049758333333333,0.7151415944099426,0.6137427091598511,0.6137427091598511,44,0.10139888525009155,,,,,,,,,,,,,,
B_vary_complexes,n_cx=204_fixed_pairs,3,204,1836,0.2,4.2765249999999995,0.6830065250396729,0.6000000238418579,0.6000000238418579,49,0.08300650119781494,,,,,,,,,,,,,,
B_vary_complexes,n_cx=204_fixed_pairs,4,204,1836,0.14532163742690057,4.2753,0.6160130500793457,0.5726608037948608,0.5726608037948608,10,0.04335224628448486,,,,,,,,,,,,,,
B_vary_pairs,ppx=1_fixed_cx,0,60,60,0.1219298245614035,4.374669444444443,0.6333333253860474,0.5609649419784546,0.5609649419784546,49,0.07236838340759277,,,,,,,,,,,,,,
B_vary_pairs,ppx=1_fixed_cx,1,60,60,0.1821637426900585,4.203233333333333,0.699999988079071,0.5910818576812744,0.5910818576812744,15,0.10891813039779663,,,,,,,,,,,,,,
B_vary_pairs,ppx=1_fixed_cx,3,60,60,0.10789473684210527,4.339730555555555,0.8166666626930237,0.553947389125824,0.553947389125824,18,0.2627192735671997,,,,,,,,,,,,,,
B_vary_pairs,ppx=1_fixed_cx,2,60,60,0.12017543859649121,4.382449999999999,0.5833333134651184,0.5600877404212952,0.5600877404212952,13,0.023245573043823242,,,,,,,,,,,,,,
B_vary_pairs,ppx=1_fixed_cx,4,60,60,0.07953216374269007,4.098908333333331,0.5666666626930237,0.5397660732269287,0.5397660732269287,44,0.02690058946609497,,,,,,,,,,,,,,
B_vary_pairs,ppx=5_fixed_cx,0,60,300,0.15350877192982457,4.375052777777778,0.6299999952316284,0.5767543911933899,0.5767543911933899,28,0.053245604038238525,,,,,,,,,,,,,,
B_vary_pairs,ppx=5_fixed_cx,1,60,300,0.17222222222222225,4.328363888888889,0.6700000166893005,0.5861111283302307,0.5861111283302307,44,0.08388888835906982,,,,,,,,,,,,,,
B_vary_pairs,ppx=5_fixed_cx,2,60,300,0.16842105263157894,4.185758333333332,0.5766666531562805,0.5842105150222778,0.5842105150222778,7,-0.0075438618659973145,,,,,,,,,,,,,,
B_vary_pairs,ppx=5_fixed_cx,3,60,300,0.14532163742690057,4.311958333333333,0.6766666769981384,0.5726608037948608,0.5726608037948608,49,0.10400587320327759,,,,,,,,,,,,,,
B_vary_pairs,ppx=5_fixed_cx,4,60,300,0.11812865497076024,4.1975999999999996,0.6433333158493042,0.5590643286705017,0.5590643286705017,49,0.08426898717880249,,,,,,,,,,,,,,
A_data_scaling,frac=1.00,2,204,38757,0.27222222222222225,4.1970472222222215,0.7739999890327454,0.6361111402511597,0.6361111402511597,7,0.1378888487815857,,,,,,,,,,,,,,
A_data_scaling,frac=1.00,1,204,38757,0.25906432748538016,4.082491666666666,0.6395000219345093,0.6295321583747864,0.6295321583747864,3,0.0099678635597229,,,,,,,,,,,,,,
B_vary_pairs,ppx=20_fixed_cx,0,60,1200,0.18801169590643274,4.318813888888888,0.7433333396911621,0.594005823135376,0.594005823135376,45,0.14932751655578613,,,,,,,,,,,,,,
B_vary_pairs,ppx=20_fixed_cx,1,60,1200,0.22046783625730992,4.091241666666665,0.7724999785423279,0.6102339029312134,0.6102339029312134,44,0.1622660756111145,,,,,,,,,,,,,,
B_vary_pairs,ppx=20_fixed_cx,2,60,1200,0.16871345029239768,4.425763888888888,0.7174999713897705,0.5843567252159119,0.5843567252159119,48,0.13314324617385864,,,,,,,,,,,,,,
B_vary_pairs,ppx=20_fixed_cx,3,60,1200,0.2038011695906433,4.412983333333333,0.75,0.601900577545166,0.601900577545166,48,0.14809942245483398,,,,,,,,,,,,,,
B_vary_pairs,ppx=20_fixed_cx,4,60,1200,0.1888888888888889,4.21336111111111,0.6991666555404663,0.5944444537162781,0.5944444537162781,39,0.10472220182418823,,,,,,,,,,,,,,
A_data_scaling,frac=1.00,3,204,38757,0.268421052631579,4.249516666666667,0.690500020980835,0.6342105269432068,0.6342105269432068,4,0.056289494037628174,,,,,,,,,,,,,,
A_data_scaling,frac=1.00,4,204,38757,0.24005847953216378,4.194644444444445,0.7860000133514404,0.6200292110443115,0.6200292110443115,8,0.1659708023071289,,,,,,,,,,,,,,
B_vary_pairs,ppx=None_fixed_cx,0,60,11398,0.17309941520467836,4.300536111111111,0.5864999890327454,0.586549699306488,0.586549699306488,1,-4.971027374267578e-05,,,,,,,,,,,,,,
B_vary_pairs,ppx=None_fixed_cx,1,60,11398,0.19356725146198828,4.262736111111111,0.6710000038146973,0.5967836380004883,0.5967836380004883,3,0.07421636581420898,,,,,,,,,,,,,,
B_vary_pairs,ppx=None_fixed_cx,2,60,11398,0.21695906432748535,4.233719444444444,0.8700000047683716,0.6084795594215393,0.6084795594215393,43,0.2615204453468323,,,,,,,,,,,,,,
B_vary_pairs,ppx=None_fixed_cx,3,60,11398,0.18567251461988304,4.263736111111111,0.6474999785423279,0.5928362607955933,0.5928362607955933,3,0.05466371774673462,,,,,,,,,,,,,,
B_vary_pairs,ppx=None_fixed_cx,4,60,11398,0.19035087719298247,4.360102777777778,0.7204999923706055,0.5951754450798035,0.5951754450798035,7,0.125324547290802,,,,,,,,,,,,,,
